157527 1.2934 1.2831 0.0398 521 
145738 0.8757 0.7722 0.0679 3005 
126224 0.8217 2.9708 0.3430 72 
302427 0.8195 0.7582 0.0282 881 
169173 0.5871 0.5946 0.0125 0 
660265 0.0819 0.0902 0.0155 1 
494921 0.4659 0.4240 0.0301 30 
210148 0.5322 0.4881 0.0863 1452 
322723 0.8587 0.8327 0.1191 536 
623490 0.4546 0.4650 0.0202 69 
327579 0.8145 0.8195 0.0312 194 
869927 1.4753 1.3781 0.0498 729 
837239 2.7450 2.8190 0.0587 9 
268948 0.6928 0.6863 0.0079 12 
983981 0.7414 0.7129 0.0310 122 
633238 2.2276 2.2288 0.0520 212 
41720 0.7500 0.7489 0.0370 276 
233259 0.5434 0.6496 0.0474 2 
456082 1.7255 1.8481 0.0828 27 
454440 0.6559 0.6425 0.0343 102 
437963 0.9524 0.9451 0.0139 1 
147758 1.2795 1.5208 0.1127 365 
158719 1.2751 1.4563 0.0810 825 
224165 0.8344 0.8799 0.0212 366 
70123 3.2467 3.3481 1.0816 12 
169257 0.4984 0.3848 0.2580 7076 
45705 0.9856 0.9898 0.0337 557 
283384 0.4334 0.4015 0.4658 1508 
330928 0.4618 0.3803 0.0296 17 
323508 0.6248 0.6257 0.0411 73 
769058 0.3920 0.3627 0.3559 2747 
110433 1.5416 1.4175 0.0684 2254 
605670 1.4820 1.3934 0.0485 145 
545366 0.6209 0.5458 0.0407 703 
495275 0.5163 0.2091 0.3120 257 
328087 2.9737 3.1696 0.4103 219 
938326 0.9688 0.9772 0.2578 88 
292046 0.1994 0.2032 0.5046 155 
220265 0.2479 0.4855 0.1699 1555 
716257 0.8796 0.8762 0.0742 1 
149233 1.4023 1.4429 0.0553 132 
601505 0.5479 0.6376 0.0436 9 
779968 1.5694 1.6464 0.0903 105 
778398 0.8199 0.8364 0.0383 708 
712157 0.3727 0.4020 0.4251 75 
663101 0.5739 0.5536 0.0956 1009 
584834 0.1712 0.1704 0.0247 5 
883727 2.7585 2.7179 0.0521 1 
951275 1.1444 1.1862 0.0812 108 
776444 0.5942 0.7063 0.0272 7 
301407 1.6301 1.7247 0.7728 0 
13587 0.5881 0.5760 0.0131 88 
22103 0.5678 0.5160 0.3242 349 
917828 0.9472 0.9598 0.0435 1246 
188143 1.5185 1.5886 0.0673 186 
457875 0.1192 0.1307 0.1981 0 
747609 0.5034 0.5059 0.0830 597 
697685 0.2141 0.2926 0.0339 2 
394284 1.4130 1.4490 0.1761 22 
257510 0.7026 0.7185 0.0256 8 
408476 0.4782 0.4757 0.0349 8 
867436 0.4567 0.3653 0.0488 55 
403710 0.0900 0.0807 1.3606 2 
536118 0.0986 0.0799 0.0149 3 
763666 0.6037 0.6189 0.0858 1101 
725607 0.7444 0.7927 0.0248 7 
596079 0.4651 0.4672 0.0462 49 
81977 0.5498 0.4685 0.1429 3476 
420802 0.0609 0.0448 0.0211 5 
897732 0.5488 3.0301 0.7917 56 
449583 0.5115 0.5214 0.1616 3271 
28074 1.6724 1.6087 0.0442 116 
483207 1.3241 1.3692 0.0529 170 
915114 1.0899 1.0716 0.1193 544 
500138 0.6594 0.6490 0.0075 72 
279848 0.5802 0.5772 0.0743 1019 
745535 0.7044 0.8372 0.0834 1677 
966729 1.0386 0.9938 0.1131 1094 
437933 0.6934 0.6936 0.2596 78 
567806 1.3860 1.4051 0.0353 393 
2777 1.8093 1.8181 0.0588 31 
946246 0.3053 0.2775 0.0574 124 
755811 0.5787 0.5443 0.0335 594 
379718 1.1442 1.1146 0.0700 1470 
658983 0.5493 0.5626 0.0281 105 
337438 0.4268 0.4671 0.0217 121 
96100 0.4401 0.4190 0.1511 2024 
390767 1.3960 1.4296 0.1105 296 
877192 1.3218 1.4170 0.0733 230 
67557 3.0430 3.1676 0.7881 151 
860151 0.9988 0.9567 0.0620 682 
453230 0.2772 0.2751 0.0302 147 
794349 0.3866 0.4589 0.0867 898 
943356 0.8042 0.7921 0.0879 741 
300682 0.6316 0.6134 0.1945 162 
252528 1.7278 1.8311 0.3278 25 
31221 1.2432 1.1333 0.0504 338 
693313 0.8048 0.8187 0.0517 12 
651878 0.5546 0.5787 0.0781 1355 
150357 0.7282 0.7379 0.0184 150 
411501 1.4328 1.3075 0.0900 160 
372459 3.4356 3.3914 0.1253 5 
984749 0.2651 0.2534 0.4499 103 
327771 1.8904 1.8911 0.0839 237 
165473 1.0645 1.3622 0.1321 916 
652398 0.4506 0.4209 0.0844 12 
663323 2.0613 2.1281 0.1088 70 
594483 0.7217 0.7668 0.0218 196 
68248 0.5989 0.6107 0.0112 4 
533335 0.7295 0.6701 0.0534 63 
869220 0.8238 0.8085 0.0334 218 
299345 0.8735 0.8735 0.0190 67 
158163 0.9618 0.9576 0.0191 16 
802855 0.3095 0.2753 0.0435 38 
292133 1.0764 1.0786 0.0406 26 
104570 1.3264 1.2627 0.0459 333 
145689 0.5283 0.5483 0.0517 210 
76540 0.9640 0.9521 0.0176 1301 
39715 1.6197 1.5592 0.0505 248 
694616 1.0060 0.9943 0.0160 4 
509827 0.2662 0.2735 0.6128 13 
595256 0.4932 0.4342 0.1263 1343 
528359 0.7295 0.6303 0.0784 1962 
80217 1.3132 1.2783 0.0319 39 
661847 0.7367 0.7081 0.0125 29 
219503 0.2057 0.2068 0.0125 13 
766511 0.7000 0.7067 0.0152 134 
227385 1.8749 1.8737 0.0875 167 
302779 1.2953 1.2919 0.0650 431 
689612 0.3439 0.3140 0.0500 15 
245677 0.7099 0.7207 0.2258 102 
87602 1.4811 1.4253 0.0706 234 
815888 0.2142 0.1956 0.3081 182 
32251 2.8867 0.4098 1.7749 0 
721016 1.1204 1.0756 0.1141 75 
330873 1.5682 1.5596 0.0943 75 
357742 0.8097 0.7960 0.0708 1194 
501205 0.8380 0.8306 0.0270 283 
705701 0.7329 0.6190 0.0418 1277 
947962 1.3935 1.2786 0.0628 618 
72895 0.7809 0.7957 0.0196 36 
81867 1.2373 1.2383 0.0438 278 
527137 1.5552 1.6537 0.0537 102 
565417 0.2744 0.2925 0.0347 39 
475136 0.7717 0.7382 0.0327 53 
236385 0.9624 0.9540 0.0148 165 
982106 2.6138 2.5248 0.1928 3 
921213 0.3094 3.0623 1.8321 5 
394246 2.6286 0.2446 0.8538 1145 
283955 0.1205 0.1289 0.0345 150 
739081 0.8490 0.8126 0.0391 1 
455021 1.1292 1.1142 0.0231 51 
512193 1.6471 1.3869 0.1237 208 
234209 0.3755 0.4861 0.4006 1941 
145103 1.3200 1.3096 0.0748 170 
310457 1.4225 1.4121 0.0710 182 
544962 1.0507 1.0548 0.0734 138 
141509 0.3074 0.2679 0.4291 144 
57322 1.2551 1.2325 0.0365 113 
419252 0.9453 0.9673 0.0307 878 
629888 1.0437 0.9885 0.0469 778 
833859 0.4403 0.3093 0.0447 42 
729103 0.8756 0.9241 0.1007 352 
36234 0.9900 0.9941 0.0503 1259 
121944 0.3040 0.3036 0.2715 166 
945479 0.5864 0.6051 0.0101 58 
643037 0.0976 0.0872 1.0367 89 
175882 1.2296 1.1320 0.0508 46 
174948 0.7484 0.7449 0.0165 43 
380942 1.9060 1.8996 0.1578 104 
1427 0.9626 0.9458 0.0300 24 
518527 0.9743 0.9786 0.0388 706 
262927 0.6581 0.6562 0.0084 56 
112130 0.5264 0.5089 0.1358 49 
200577 0.0893 2.4512 1.2107 27 
554520 0.2110 0.2242 0.4031 25 
273241 0.9606 0.9402 0.0512 37 
323303 0.8378 0.8343 0.0820 549 
202246 0.7530 0.7486 0.0324 429 
524642 0.3450 3.0493 0.9159 131 
730628 0.6633 0.6488 0.0198 2357 
60030 0.7919 0.7891 0.0279 26 
158041 0.7326 0.7620 0.0210 317 
374344 3.3766 3.1815 0.7500 28 
495126 0.6969 0.6978 0.0117 86 
174707 1.0106 1.0212 0.0270 6 
462637 0.9397 0.9500 0.0720 4194 
788243 1.6281 1.5785 0.0707 25 
778438 2.5407 0.1278 1.1896 16 
375657 0.7395 0.6561 0.0463 32 
822343 0.4895 0.4874 0.0280 14 
632315 0.7043 0.7234 0.0171 6 
594322 1.0743 1.0552 0.0285 110 
828253 0.0565 0.0847 0.0166 19 
297647 1.9717 1.9538 0.0614 105 
107877 0.6234 0.6278 0.1091 2074 
731904 0.7897 0.7900 0.0150 38 
391068 0.4683 0.4640 0.0172 32 
965950 2.7440 2.6599 0.1155 3 
106783 2.5053 2.4303 0.5232 39 
890952 0.8309 0.7602 0.0822 5606 
121242 1.4169 1.4209 0.0364 413 
667655 1.0517 0.9421 0.1365 3340 
376782 1.3831 1.4024 0.0436 22 
424385 1.2316 1.1317 0.0434 54 
461002 1.6705 1.6381 0.1200 531 
211790 1.7130 1.8255 0.1155 444 
542032 0.1680 0.1777 0.7964 503 
783287 1.4075 1.3971 0.0426 77 
700947 1.6222 1.6915 0.0771 38 
369359 1.0504 1.0890 0.0748 76 
753544 0.0817 0.0854 1.1968 6 
527465 0.4663 0.3952 0.0493 455 
755306 0.3116 0.3145 1.2702 178 
151097 0.5918 0.6183 0.0267 108 
585373 1.1449 1.1711 0.0348 12 
325924 1.3999 1.4159 0.0284 33 
421127 0.8389 0.8672 0.0891 3 
651902 0.2784 0.3159 0.2465 1132 
808457 0.2516 0.2074 0.2210 1372 
56062 1.0960 1.0821 0.0719 1395 
582438 0.5699 0.5298 0.0250 153 
530987 0.3122 0.3146 0.1008 9 
195309 0.5479 0.7671 0.0835 2 
143501 1.0204 0.9691 0.0556 740 
322373 1.3241 1.3805 0.0507 1502 
791112 1.5969 1.5308 0.0789 1886 
